set Q := 
(180 , *) 19 , 25
(181 , *) 19 , 34
(182 , *) 19 , 28
(183 , *) 19 , 46
(184 , *) 19 , 23
(185 , *) 20 , 24
(186 , *) 20 , 34
(187 , *) 20 , 28
(188 , *) 20 , 46
(189 , *) 20 , 23
(190 , *) 21 , 26
(191 , *) 21 , 34
(192 , *) 21 , 27
(193 , *) 21 , 46
(194 , *) 21 , 23
(195 , *) 22 , 32
(196 , *) 22 , 33
(197 , *) 22 , 46
(198 , *) 22 , 23
(199 , *) 22 , 29
(200 , *) 22 , 30
(201 , *) 22 , 31
(202 , *) 23 , 35
(203 , *) 23 , 36
(204 , *) 23 , 37
(205 , *) 23 , 38
(206 , *) 23 , 39
(207 , *) 23 , 40
(208 , *) 23 , 41
(209 , *) 23 , 42
(210 , *) 23 , 43
(211 , *) 23 , 44
(212 , *) 23 , 45
(213 , *) 47 , 24
(214 , *) 47 , 25
(215 , *) 47 , 26
(216 , *) 47 , 27
(217 , *) 47 , 28
(218 , *) 47 , 29
(219 , *) 47 , 30
(220 , *) 47 , 31
(221 , *) 47 , 32
(222 , *) 47 , 33
(223 , *) 47 , 34
(224 , *) 47 , 35
(225 , *) 47 , 36
(226 , *) 47 , 37
(227 , *) 47 , 38
(228 , *) 47 , 39
(229 , *) 47 , 40
(230 , *) 47 , 41
(231 , *) 47 , 42
(232 , *) 47 , 43
(233 , *) 47 , 44
(234 , *) 47 , 45
(235 , *) 47 , 46
;
set V := 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47;
set E := (1, 32),(1, 2),(1, 4),(1, 38),(1, 7),(1, 9),(1, 43),(1, 13),(1, 15),(1, 18),(1, 20),(1, 41),(1, 25),(1, 27),(1, 30),(1, 36),(2, 3),(2, 37),(2, 6),(2, 8),(2, 42),(2, 12),(2, 14),(2, 17),(2, 19),(2, 40),(2, 24),(2, 26),(2, 35),(2, 29),(2, 31),(3, 33),(3, 36),(3, 5),(3, 7),(3, 41),(3, 10),(3, 39),(3, 44),(3, 13),(3, 16),(3, 18),(3, 21),(3, 25),(3, 28),(3, 30),(4, 35),(4, 5),(4, 6),(4, 33),(4, 40),(4, 44),(4, 10),(4, 39),(4, 12),(4, 16),(4, 17),(4, 21),(4, 24),(4, 28),(4, 29),(5, 32),(5, 37),(5, 38),(5, 8),(5, 9),(5, 42),(5, 43),(5, 14),(5, 15),(5, 19),(5, 20),(5, 26),(5, 27),(5, 31),(6, 34),(6, 38),(6, 15),(6, 11),(6, 13),(6, 22),(6, 45),(6, 25),(6, 27),(6, 36),(7, 34),(7, 37),(7, 11),(7, 12),(7, 45),(7, 14),(7, 35),(7, 22),(7, 24),(7, 26),(8, 36),(8, 39),(8, 11),(8, 34),(8, 13),(8, 16),(8, 22),(8, 45),(8, 25),(8, 28),(9, 34),(9, 35),(9, 39),(9, 11),(9, 12),(9, 45),(9, 16),(9, 22),(9, 24),(9, 28),(10, 34),(10, 37),(10, 38),(10, 11),(10, 45),(10, 14),(10, 15),(10, 22),(10, 26),(10, 27),(11, 32),(11, 33),(11, 43),(11, 44),(11, 42),(11, 17),(11, 18),(11, 19),(11, 20),(11, 21),(11, 40),(11, 41),(11, 29),(11, 30),(11, 31),(12, 32),(12, 27),(12, 25),(12, 23),(12, 46),(12, 30),(13, 23),(13, 26),(13, 31),(13, 29),(13, 46),(13, 24),(14, 33),(14, 23),(14, 46),(14, 25),(14, 28),(14, 30),(15, 33),(15, 23),(15, 24),(15, 28),(15, 29),(15, 46),(16, 32),(16, 23),(16, 26),(16, 27),(16, 46),(16, 31),(17, 27),(17, 23),(17, 25),(17, 34),(17, 46),(18, 34),(18, 23),(18, 24),(18, 26),(18, 46),(19, 23),(19, 25),(19, 28),(19, 34),(19, 46),(20, 34),(20, 23),(20, 24),(20, 28),(20, 46),(21, 27),(21, 34),(21, 23),(21, 26),(21, 46),(22, 32),(22, 33),(22, 46),(22, 23),(22, 29),(22, 30),(22, 31),(23, 35),(23, 36),(23, 37),(23, 38),(23, 39),(23, 40),(23, 41),(23, 42),(23, 43),(23, 44),(23, 45),(24, 47),(25, 47),(26, 47),(27, 47),(28, 47),(29, 47),(30, 47),(31, 47),(32, 47),(33, 47),(34, 47),(35, 47),(36, 47),(37, 47),(38, 47),(39, 47),(40, 47),(41, 47),(42, 47),(43, 47),(44, 47),(45, 47),(46, 47);
set Idx := 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235;
set cnt := (108, 2),(195, 2),(200, 2),(41, 2),(62, 2),(149, 2),(154, 2),(93, 2),(98, 2),(185, 2),(27, 2),(206, 2),(32, 2),(135, 2),(140, 2),(79, 2),(84, 2),(171, 2),(176, 2),(17, 2),(115, 2),(38, 2),(120, 2),(223, 2),(130, 2),(228, 2),(69, 2),(74, 2),(161, 2),(3, 2),(182, 2),(8, 2),(105, 2),(126, 2),(213, 2),(55, 2),(218, 2),(60, 2),(147, 2),(152, 2),(91, 2),(14, 2),(96, 2),(199, 2),(204, 2),(45, 2),(50, 2),(137, 2),(235, 2),(158, 2),(81, 2),(102, 2),(189, 2),(31, 2),(194, 2),(36, 2),(128, 2),(225, 2),(67, 2),(72, 2),(175, 2),(180, 2),(21, 2),(119, 2),(26, 2),(124, 2),(211, 2),(134, 2),(216, 2),(57, 2),(78, 2),(165, 2),(7, 2),(170, 2),(12, 2),(109, 2),(114, 2),(201, 2),(43, 2),(222, 2),(48, 2),(151, 2),(156, 2),(95, 2),(2, 2),(100, 2),(187, 2),(192, 2),(33, 2),(54, 2),(141, 2),(146, 2),(85, 2),(90, 2),(177, 2),(19, 2),(198, 2),(24, 2),(121, 2),(132, 2),(229, 2),(71, 2),(234, 2),(76, 2),(163, 2),(168, 2),(9, 2),(107, 2),(30, 2),(112, 2),(215, 2),(220, 2),(61, 2),(66, 2),(153, 2),(174, 2),(0, 2),(97, 2),(118, 2),(205, 2),(47, 2),(210, 2),(52, 2),(139, 2),(144, 2),(83, 2),(6, 2),(88, 2),(191, 2),(196, 2),(37, 2),(42, 2),(129, 2),(227, 2),(150, 2),(232, 2),(73, 2),(94, 2),(181, 2),(23, 2),(186, 2),(28, 2),(125, 2),(217, 2),(59, 2),(64, 2),(167, 2),(172, 2),(13, 2),(111, 2),(18, 2),(116, 2),(203, 2),(208, 2),(49, 2),(70, 2),(157, 2),(162, 2),(4, 2),(101, 2),(106, 2),(193, 2),(35, 2),(214, 2),(40, 2),(143, 2),(148, 2),(87, 2),(92, 2),(179, 2),(184, 2),(25, 2),(123, 2),(46, 2),(133, 2),(231, 2),(138, 2),(77, 2),(82, 2),(169, 2),(11, 2),(190, 2),(16, 2),(113, 2),(221, 2),(63, 2),(226, 2),(68, 2),(155, 2),(160, 2),(1, 2),(99, 2),(22, 2),(104, 2),(207, 2),(212, 2),(53, 2),(58, 2),(145, 2),(166, 2),(89, 2),(110, 2),(197, 2),(39, 2),(202, 2),(44, 2),(131, 2),(136, 2),(233, 2),(75, 2),(80, 2),(183, 2),(188, 2),(29, 2),(127, 2),(34, 2),(219, 2),(142, 2),(224, 2),(65, 2),(86, 2),(173, 2),(15, 2),(178, 2),(20, 2),(117, 2),(122, 2),(209, 2),(51, 2),(230, 2),(56, 2),(159, 2),(164, 2),(5, 2),(103, 2),(10, 2);
